"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"http://heartlandk9s.org/wp-content/uploads/2023/05/Concept-1-rocker-outlined-2-263x300.png","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","795","795","795","0.118","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.158","","https://heartlandk9s.org/wp-content/uploads/2023/05/Concept-1-rocker-outlined-2-263x300.png","HTTP Redirect","","","1.1","","","","","","http://heartlandk9s.org/wp-content/uploads/2023/05/Concept-1-rocker-outlined-2-263x300.png","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/jquery.textillate.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2151","2151","2151","0.319","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/jquery.textillate.js?ver=3.16.1","2026-09-13 10:31:47"
"https://heartlandk9s.org/donate/","text/html; charset=UTF-8","200","OK","Indexable","","Donate – Heartland Canines for Veterans","39","368","Donating has never been easier! Click the Zeffy Logo to Donate! Thank you so much for donating! We will put your gift to work right away. Mail your donation to:","160","983","Donating has never been easier! Click the Zeffy Logo to Donate!      

Thank you so much for donating!
We will put your gift to work right away.

Mail your donation to:
12651 Gateway Dr
Neosho MO 64850

If you have any questions, please call us at 417-312-7484.       

Donating has","293","1667","","0","","0","","0","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/donate/","","","","","","83219","18014","18014","2.670","","167","31","5.387","81.306","Easy","1.458","1","1","","27","18","0","94.740","16","12","0","5","4","0","","","","","21fa83f55c67835bba0c7ec61c3c26d6","0.664","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/donate/","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/SplitType.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4294","4294","4294","0.636","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.084","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/SplitType.js?ver=3.16.1","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-general-footer.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","220","220","220","0.033","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.260","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-general-footer.js?ver=7.16.1","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-alert.js?ver=7.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","260","260","260","0.039","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.260","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-alert.js?ver=7.1","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-drop-down.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1137","1137","1137","0.169","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.253","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-drop-down.js?ver=7.16.1","2026-09-13 10:31:47"
"https://heartlandk9s.org/events/","text/html; charset=UTF-8","200","OK","Indexable","","Events – Heartland Canines for Veterans","39","364","Joplin Jailbirds Veteran Appreciation Night Date: 25 July 2026 Gates open at 6 PM game starts at 7 pm Location: Joe Becker Stadium Joplin MO Pregame tickets are","160","1015","Joplin Jailbirds Veteran Appreciation Night

 	Date: 25 July 2026
 	Gates open at 6 PM game starts at 7 pm
 	Location: Joe Becker Stadium Joplin MO
 	Pregame tickets are $9 by going to the website listed. $3 of each ticket goes to Heartland Canines for Veterans!
 	You can purchase tickets the night of the","312","1831","","0","Events","6","Joplin Jailbirds Veteran Appreciation Night","43","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/events/","","","","","","78400","17556","17556","2.602","","163","31","5.258","94.061","Very Easy","1.441","1","1","","22","18","0","94.740","17","12","0","4","4","0","","","","","b5908596a9e252568f879814f0d68df7","0.517","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/events/","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/awb-background-slider.js?ver=7.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","794","794","794","0.118","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.249","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/awb-background-slider.js?ver=7.1","2026-09-13 10:31:47"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-scrollspy.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","345","345","345","0.051","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.244","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-scrollspy.js?ver=7.16.1","2026-09-13 10:31:48"
"http://heartlandk9s.org/meet-the-team/","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","795","795","795","0.118","","0","","","","","0.000","1","1","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.156","","https://heartlandk9s.org/meet-the-team/","HTTP Redirect","","","1.1","","","","","","http://heartlandk9s.org/meet-the-team/","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-lightbox.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2469","2469","2469","0.366","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-lightbox.js?ver=1","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1652","1652","1652","0.245","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.244","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion.js?ver=3.16.1","2026-09-13 10:31:48"
"http://heartlandk9s.org/wp-content/uploads/2025/06/Train-gym-300x225.jpg","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","795","795","795","0.118","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.161","","https://heartlandk9s.org/wp-content/uploads/2025/06/Train-gym-300x225.jpg","HTTP Redirect","","","1.1","","","","","","http://heartlandk9s.org/wp-content/uploads/2025/06/Train-gym-300x225.jpg","2026-09-13 10:31:48"
"http://heartlandk9s.org/contact/","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","795","795","795","0.118","","0","","","","","0.000","1","1","","9","4","0","21.050","0","0","0","0","0","0","","","","","","0.162","","https://heartlandk9s.org/contact/","HTTP Redirect","","","1.1","","","","","","http://heartlandk9s.org/contact/","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4865","4865","4865","0.721","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.271","Sat, 10 Jan 2026 00:45:53 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-parallax-footer.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","748","748","748","0.111","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.283","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-parallax-footer.js?ver=7.16.1","2026-09-13 10:31:48"
"https://heartlandk9s.org/volunteer/","text/html; charset=UTF-8","200","OK","Indexable","","Volunteer – Heartland Canines for Veterans","42","391","Volunteer with Heartland K9s Volunteers are always welcome. If you would like to join us as a volunteer contact us so that we can find the best way for you to v","160","980","Volunteer with Heartland K9s    

Volunteers are always welcome. If you would like to join us as a volunteer contact us so that we can find the best way for you to volunteer your time. We always enjoy company at our facility, events, and other gatherings. 

Are you interested in being a volunteer","301","1771","","0","","0","","0","Volunteer with Heartland K9s","28","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/volunteer/","","","","","","78087","17312","17312","2.566","","106","19","5.579","79.859","Fairly Easy","1.066","1","1","","22","18","0","94.740","17","13","0","3","3","0","","","","","5411ea525941e489a730b0b1d8f3d24e","0.492","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/volunteer/","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/awb-tooltip.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3739","3739","3739","0.554","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.267","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/awb-tooltip.js?ver=1","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-general-global.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","476","476","476","0.071","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.239","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-general-global.js?ver=3.16.1","2026-09-13 10:31:48"
"https://heartlandk9s.org/online-application/","text/html; charset=UTF-8","200","OK","Indexable","","Initial Online Application – Heartland Canines for Veterans","59","520","Are You Ready With this initiative, our goal is to promote great opportunities for those in need. With access to the right resources, people can become empowere","160","981","Are You Ready     
With this initiative, our goal is to promote great opportunities for those in need. With access to the right resources, people can become empowered by their own abilities and gain the confidence to fulfill their potential. Complete the application and submit it to Heartland K9s.","299","1764","","0","Are You Ready","13","","0","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/online-application/","","","","","","77694","17251","17251","2.557","","114","21","5.429","72.199","Fairly Easy","1.188","1","1","","23","18","0","94.740","17","13","0","3","3","0","","","","","2c9be79b25e0d78bccffb49d4101bfe2","0.618","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/online-application/","2026-09-13 10:31:48"
"https://heartlandk9s.org/barkode/","text/html; charset=UTF-8","200","OK","Indexable","","BarKode – A Service of Heartland Canines for Veterans – Heartland Canines for Veterans","86","796","BarKode © BarKode is a unique service provided by Heartland Canines For Veterans to facilitate Service K9 Teams public access and ensure that in an emergency th","160","1008","BarKode © 
BarKode is a unique service provided by Heartland Canines For Veterans to facilitate Service K9 Teams public access and ensure that in an emergency these uniquely trained Canines are not separated from their","219","1361","","0","BarKode – A Service of Heartland Canines for Veterans","53","BarKode ©","9","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/barkode/","","","","","","69835","16054","16054","2.379","","227","35","6.486","55.277","Fairly Hard","2.402","1","1","","4","2","0","10.530","5","3","0","3","3","0","","","","","4d2ad9b6d03e75282443d4e0e96d6191","0.526","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/barkode/","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-to-top.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","749","749","749","0.111","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.100","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-to-top.js?ver=7.16.1","2026-09-13 10:31:49"
"https://heartlandk9s.org/heartland-gear/","text/html; charset=UTF-8","200","OK","Indexable","","Heartland Gear – Heartland Canines for Veterans","47","440","Providing deserving Veterans who qualify for our program with a much needed service dog is costly. HK9 raises funds through grants, corporate donations and matc","160","1016","Providing deserving Veterans who qualify for our program with a much needed service dog is costly. HK9 raises funds through grants, corporate donations and matches, fundraisers and personal donations. As a way for you to help, as well as spread the world about HK9, we want you to wear our swag! Look through what we","316","2006","","0","Heartland Gear","14","","0","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/heartland-gear/","","","","","","79028","17670","17670","2.619","","262","41","6.390","94.760","Very Easy","2.092","1","1","","5","2","0","10.530","17","13","0","4","4","0","","","","","68e625787ba681908c1333ed6bc58c7e","0.794","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/heartland-gear/","2026-09-13 10:31:48"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.flexslider.js?ver=2.7.2","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","6425","6425","6425","0.952","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.233","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.flexslider.js?ver=2.7.2","2026-09-13 10:31:49"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-youtube.js?ver=2.2.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1736","1736","1736","0.257","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-youtube.js?ver=2.2.1","2026-09-13 10:31:49"
"https://heartlandk9s.org/service-dogs-and-the-ada/","text/html; charset=UTF-8","200","OK","Indexable","","Service Dogs and the ADA – Heartland Canines for Veterans","57","536","A Few Frequently Asked Questions about Service Animals and the Americans With Disabilities Act (ADA). Use the link below for a full list of questions from U.S.","159","970","A Few Frequently Asked Questions about Service Animals and the Americans With Disabilities Act (ADA). Use the link below for a full list of questions from U.S. Department of Justice Civil Rights Division. Frequently Asked Questions     

QUESTION: WHAT IS A SERVICE ANIMAL? 

Under the ADA, a service animal is defined as a","327","1964","","0","","0","","0","U.S. DEPARTMENT OF JUSTICE CIVIL RIGHTS DIVISION DISABILITY RIGHTS SECTION","74","FAIR HOUSING ACT AND SERVICE ANIMALS","36","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/service-dogs-and-the-ada/","","","","","","92221","20238","20238","2.999","","744","107","6.953","57.527","Fairly Hard","5.234","1","1","","22","18","0","94.740","16","12","0","6","6","0","","","","","7cd1756f85b8f6e9289da922ccc9da2c","0.614","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/service-dogs-and-the-ada/","2026-09-13 10:31:49"
